dummy,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1,9320870040,6/26/2014,3,2.5,1630,7700,1,0,0,3,7,1120,510,1978,0,98031,47.3876,-122.211,1640,8160,2.499
1,2919702040,6/12/2014,5,2.75,2820,4608,1,0,0,3,7,1450,1370,1967,0,98117,47.6886,-122.361,1620,3840,5.99
1,2484700015,3/27/2015,4,1.5,2480,6000,1,0,0,3,8,1520,960,1955,0,98136,47.5233,-122.386,1810,6000,5.79
1,621069039,2/20/2015,4,2.25,1620,106722,1,0,0,3,8,1200,420,1980,0,98042,47.3394,-122.091,1620,38400,3.27
1,8669180150,3/26/2015,4,3,1984,4419,2,0,0,3,7,1984,0,2010,0,98002,47.3514,-122.213,2440,4418,3.0
1,254000020,6/5/2014,4,1.75,2000,6032,1,0,2,3,7,1300,700,1959,0,98146,47.5132,-122.389,1930,6032,4.535
1,5101408889,6/16/2014,4,3.5,2840,4637,3,0,0,3,8,2840,0,2008,0,98125,47.7033,-122.321,1730,5279,6.85
1,7334500090,1/20/2015,3,2,1810,11456,1,0,0,3,7,1810,0,1970,0,98045,47.4648,-121.756,1360,12931,2.9
1,7277100395,2/25/2015,4,3.5,2550,3600,2,0,2,3,8,1880,670,1997,0,98177,47.7709,-122.39,2090,6000,6.75
1,5100402668,2/18/2015,3,1,1570,5510,1,0,0,4,7,1070,500,1940,0,98115,47.6942,-122.319,1770,6380,4.95
1,7202340450,11/23/2014,3,2.5,1690,4000,2,0,0,3,7,1690,0,2004,0,98053,47.6788,-122.034,1690,4000,4.52
1,9828702666,7/28/2014,4,2.25,1490,956,2,0,0,3,7,1020,470,2005,0,98122,47.6184,-122.301,1510,1350,5.07
1,7000100711,6/21/2014,3,2.5,2200,20000,1,0,1,3,7,1400,800,1952,0,98004,47.5809,-122.191,3050,11775,11.0
1,1180008370,9/25/2014,4,3.5,3040,7125,2,0,1,3,8,2240,800,2002,0,98178,47.492,-122.225,2220,7800,4.15
1,2787720170,9/29/2014,4,2.5,2130,11733,1,0,0,5,7,1330,800,1969,0,98059,47.512,-122.16,1800,9131,3.95
1,7300400060,5/15/2014,4,2.5,2710,5880,2,0,0,3,9,2710,0,1998,0,98092,47.3314,-122.172,2520,6000,3.7
1,4027701291,8/20/2014,4,3,2760,13113,1,0,0,4,8,1760,1000,1974,0,98028,47.7669,-122.268,1900,13113,5.5
1,2249500367,10/21/2014,3,2.5,1980,2975,3,0,2,3,8,1980,0,1993,0,98109,47.6294,-122.344,1980,3144,7.36
1,1972201161,3/23/2015,1,1,670,1800,1,0,0,5,6,670,0,1905,0,98103,47.654,-122.35,1330,3360,4.35
1,9475960050,6/20/2014,4,2.75,3260,4900,2,0,0,3,9,3260,0,2013,0,98059,47.4812,-122.123,3260,6132,5.65
1,7804700020,8/12/2014,3,2.5,3910,14000,2,0,0,3,10,3910,0,1999,0,98008,47.6374,-122.12,2280,14000,9.615
1,7454000030,8/16/2014,2,1,740,6840,1,0,0,5,6,740,0,1942,0,98126,47.5172,-122.375,740,6840,2.5
1,1336800015,5/21/2014,4,3.25,3660,5800,2.5,0,0,3,10,3360,300,1909,1995,98112,47.6283,-122.312,3240,5800,15.1
1,7852070090,1/16/2015,3,2.5,3110,11727,2,0,2,3,9,3110,0,2002,0,98065,47.5445,-121.871,4240,13353,7.0
1,3585900665,6/6/2014,5,2.5,4600,19831,1,0,3,3,9,2300,2300,1956,2015,98177,47.7608,-122.378,2890,19831,8.05
1,3223049158,4/17/2015,2,1,1210,10000,1,0,0,3,7,1210,0,1953,0,98148,47.4402,-122.333,1620,10959,2.222
1,2397101606,12/8/2014,6,4.75,5540,7200,2.5,0,2,4,11,3950,1590,1909,0,98119,47.6361,-122.366,2930,7200,26.3
1,6979970080,5/13/2014,3,3.5,2876,5086,2,0,0,3,8,2360,516,2007,0,98072,47.7511,-122.173,2390,4419,5.25
1,5347200060,9/9/2014,2,1,1260,4800,1,0,0,3,6,1100,160,1947,0,98126,47.5196,-122.376,1260,2435,2.8
1,5511600245,3/24/2015,2,1,1350,3880,1,0,0,3,6,950,400,1927,0,98103,47.6842,-122.344,1670,3920,3.5
1,1775800220,4/2/2015,3,1.75,1000,14061,1,0,0,4,7,1000,0,1967,0,98072,47.7417,-122.093,1260,12635,4.10988
1,1934800086,11/20/2014,2,2.5,1560,1222,2,0,0,3,8,1080,480,2008,0,98122,47.604,-122.307,1560,2081,4.35
1,3343901183,7/9/2014,3,1,1600,7324,1,0,0,4,7,1600,0,1958,0,98056,47.5054,-122.19,1430,7249,3.4
1,9276201190,5/20/2014,4,2.75,2050,3960,1,0,0,4,7,1180,870,1986,0,98116,47.5808,-122.394,1440,5040,4.8
1,2210500019,3/24/2015,3,1,1320,8500,1,0,0,4,7,1320,0,1954,0,98039,47.6187,-122.226,2790,10800,9.375
1,123039642,5/1/2015,3,2.5,1970,14876,1,0,0,3,7,1320,650,1981,0,98146,47.5031,-122.372,2030,8008,5.4
1,3905030480,6/17/2014,4,2.25,1990,5948,2,0,0,3,8,1990,0,1991,0,98029,47.5712,-121.995,2150,6459,5.36
1,9828702262,7/24/2014,3,2.25,1360,1236,2,0,0,3,8,1140,220,2006,0,98112,47.6198,-122.299,1620,1231,5.0
1,8731902680,11/20/2014,3,2.25,1610,7084,1,0,0,4,8,1280,330,1968,0,98023,47.3146,-122.384,2170,8505,2.18
1,1370801440,3/25/2015,4,2.5,3520,7815,2,0,3,3,10,3140,380,1929,0,98199,47.6429,-122.412,2790,6644,14.0
1,4027700930,4/28/2015,5,1.75,2100,7347,1,0,0,3,7,1070,1030,1981,0,98028,47.7751,-122.268,2170,9418,3.3
1,2570300130,3/17/2015,4,2.5,2150,10098,1,0,0,3,7,1090,1060,1963,0,98034,47.7166,-122.201,1880,10000,4.14999
1,2826049234,1/14/2015,3,2.25,1820,8814,1,0,0,3,7,1280,540,1967,0,98125,47.7162,-122.309,1810,7515,4.25
1,5104510370,10/14/2014,3,2.5,1690,4988,2,0,0,3,7,1690,0,2002,0,98038,47.3561,-122.015,1830,4733,2.97
1,1702901557,9/11/2014,5,3,2930,5500,1,0,0,3,7,1750,1180,1951,0,98118,47.5572,-122.281,1400,5500,4.45
1,546000910,12/3/2014,3,1.75,2040,4005,1.5,0,0,4,8,1740,300,1930,0,98117,47.6885,-122.38,1380,4005,6.2
1,8649900480,5/27/2014,4,2.5,2740,12899,2,0,0,4,10,2740,0,1990,0,98075,47.5811,-122.028,2830,9453,7.25
1,6649500060,7/29/2014,4,2.5,3220,8256,2,0,0,3,8,2610,610,2006,0,98059,47.495,-122.155,2500,9472,4.4
1,1223039173,4/29/2015,4,1.75,2190,11625,1,0,0,4,8,2020,170,1956,0,98146,47.4979,-122.363,1920,8855,4.5
1,5101402488,6/24/2014,3,1.75,1520,6380,1,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,4.38
1,3735900545,5/23/2014,3,2,1560,4080,2,0,0,3,7,1560,0,1923,1982,98115,47.6892,-122.319,1900,4080,4.4995
1,3931900580,3/13/2015,4,3.5,3130,3900,2,0,0,3,9,2550,580,2008,0,98115,47.6849,-122.327,1830,3900,13.9
1,7334600030,10/14/2014,3,2.25,1360,9600,2,0,0,3,7,1360,0,1992,0,98045,47.4687,-121.749,1200,10400,2.8
1,795002190,7/15/2014,2,1,1060,8000,1,0,0,3,6,1060,0,1941,0,98168,47.5088,-122.333,1390,8000,2.05
1,573000490,11/24/2014,3,2.25,1970,4564,1,0,0,3,8,1470,500,1959,0,98199,47.6703,-122.41,1980,5000,6.25
1,2095500040,6/13/2014,3,2.5,2070,8337,2,0,0,3,8,2070,0,1997,0,98030,47.3658,-122.176,2030,7248,3.25
1,6146600175,11/7/2014,2,1,760,5240,1,0,0,3,6,760,0,1949,0,98032,47.388,-122.234,980,5080,1.29
1,7635801370,9/4/2014,3,2,3080,17700,1,0,0,4,8,1740,1340,1965,0,98166,47.4695,-122.366,2100,15100,5.3
1,642500080,12/12/2014,4,2.5,2905,4874,2,0,0,3,9,2905,0,2003,0,98031,47.4084,-122.169,2900,5271,3.65
1,7853290090,11/18/2014,4,2.5,2890,7306,2,0,0,3,7,2890,0,2006,0,98065,47.5447,-121.883,2850,6687,5.15
1,5710610520,2/26/2015,3,1.75,2130,9775,1,0,0,4,8,1430,700,1973,0,98027,47.5326,-122.049,2130,11250,4.549
1,7893205525,5/27/2014,5,1,1410,6400,1,0,0,5,7,960,450,1955,0,98198,47.4207,-122.334,1400,6500,2.95832
1,8718500260,7/23/2014,4,2.5,2420,10603,1,0,0,5,7,1210,1210,1958,0,98028,47.7397,-122.259,1750,10800,4.85
1,3034200370,10/31/2014,4,2.5,2060,8451,2,0,0,3,8,2060,0,1995,0,98133,47.7168,-122.333,2060,9460,5.43
1,7504400750,1/5/2015,4,2.25,2770,13129,2,0,0,4,8,2770,0,1979,0,98074,47.6268,-122.05,2400,13129,6.52427
1,5379805260,3/26/2015,4,3.5,2260,30250,2,0,0,3,7,2260,0,2013,0,98188,47.4493,-122.281,1270,16350,4.002
1,984210590,9/29/2014,4,2.25,2470,8686,1,0,0,4,7,1270,1200,1974,0,98058,47.4371,-122.166,1900,7350,3.6
1,7800800160,11/21/2014,3,2.25,2120,18500,2,0,0,4,8,2120,0,1983,0,98031,47.3914,-122.169,2120,14479,3.75
1,2767600400,11/18/2014,3,2.25,2190,2416,3,0,0,3,8,2190,0,2014,0,98117,47.6758,-122.38,1510,3615,7.1995
1,7972000010,5/20/2014,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,98023,47.2933,-122.372,1510,9633,1.2075
1,4073200124,4/17/2015,2,1,890,7200,1,0,0,3,7,740,150,1949,0,98115,47.6998,-122.278,1290,7200,3.05
1,2154550020,11/11/2014,3,2.5,1790,6191,2,0,0,3,8,1790,0,1992,0,98031,47.4102,-122.195,1790,6758,2.5
1,9834200925,9/10/2014,3,2.25,1340,4080,1.5,0,0,3,6,1170,170,1907,0,98144,47.5722,-122.291,1670,4080,3.3
1,8732300060,5/12/2014,4,1.75,2350,11914,1,0,0,4,8,2350,0,1961,0,98040,47.5392,-122.228,2240,10706,8.5
1,4137000540,1/22/2015,4,2.25,2140,8874,2,0,0,3,8,2140,0,1986,0,98092,47.2654,-122.217,2140,8789,3.2995
1,546000400,4/22/2015,5,2.5,1690,2402,1.5,0,0,3,7,990,700,1930,0,98117,47.6903,-122.38,1200,4005,5.15
1,5416510060,3/6/2015,4,2.5,2960,6219,2,0,0,3,9,2960,0,2006,0,98038,47.3603,-122.037,2960,5361,3.67
1,7140600020,4/14/2015,3,1,990,9599,1,0,0,4,6,990,0,1959,0,98002,47.2934,-122.215,1216,10364,2.45
1,1685800100,6/24/2014,4,2.5,3220,22588,2,0,0,3,10,3220,0,1996,0,98077,47.7311,-122.055,3220,22922,8.75
1,4177100005,4/3/2015,4,2.5,2970,7961,1,0,0,3,8,2020,950,1969,0,98125,47.7118,-122.29,1410,7959,6.35
1,1568100215,10/7/2014,2,1,1030,8576,1.5,0,0,5,6,1030,0,1952,0,98155,47.7352,-122.295,1310,8504,3.15
1,8663240180,3/30/2015,4,2.5,1990,2660,2,0,0,3,8,1990,0,2012,0,98034,47.732,-122.178,1990,2665,5.37
1,2597490660,6/24/2014,4,2.5,2050,2772,2,0,0,3,8,2050,0,2012,0,98029,47.5421,-122.011,2050,2934,6.39888
1,642150080,9/8/2014,3,2.5,2920,9096,2,0,0,3,9,2920,0,2013,0,98059,47.4855,-122.149,2930,7995,6.759
1,8127700845,2/19/2015,2,1,710,4618,1,0,1,3,5,710,0,1925,0,98199,47.64,-122.394,1810,4988,3.75
1,452001540,8/18/2014,3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,0,98107,47.6755,-122.369,1530,5000,5.546
1,1824079052,4/1/2015,4,3.25,4200,210394,2,0,0,4,10,4200,0,1993,0,98024,47.5607,-121.961,2370,184694,16.5
1,3753000030,5/27/2014,3,3,1296,1051,3,0,0,3,8,1296,0,2009,0,98125,47.7175,-122.284,1520,1939,3.9995
1,3578400030,7/18/2014,4,2.25,2340,13383,1,0,0,3,8,1170,1170,1983,0,98074,47.6211,-122.037,1810,12532,4.65
1,3586501085,8/8/2014,4,2.5,2290,26720,2,0,0,3,8,2290,0,1977,0,98177,47.7502,-122.374,2290,26720,6.3
1,5418650080,8/14/2014,4,2.5,3690,11468,2,0,0,3,11,3690,0,1987,0,98027,47.5699,-122.092,3370,10751,9.0
1,2424400130,5/18/2014,3,2.25,1410,14110,1,0,2,3,7,1170,240,1987,0,98065,47.5336,-121.76,1560,18336,3.525
1,9346960050,11/7/2014,4,2.5,2290,9120,2,0,0,4,8,2290,0,1977,0,98006,47.5613,-122.128,2290,9120,6.6
1,7625701386,5/16/2014,3,1.75,2150,4333,1,0,0,3,7,1200,950,1956,0,98136,47.5537,-122.388,1480,6500,4.3
1,9285800180,6/26/2014,4,3.5,3370,5000,2,0,2,3,8,2470,900,2008,0,98126,47.5714,-122.38,1820,5000,9.0
1,3582900280,6/6/2014,5,2.75,4400,18500,1,0,3,5,9,2250,2150,1963,0,98028,47.7424,-122.263,3290,19257,11.2
1,8651440780,9/29/2014,3,2,1640,4875,1,0,0,4,7,1040,600,1977,0,98042,47.3661,-122.094,1640,5200,2.31
1,9106000005,5/27/2015,4,2.25,3750,5000,2,0,0,5,8,2440,1310,1924,0,98115,47.6747,-122.303,2170,4590,13.1
1,6844700510,12/3/2014,4,2.5,2672,4297,2,0,0,3,8,2020,652,2005,0,98115,47.6955,-122.289,1720,6120,7.0
1,3188100105,11/7/2014,4,2.5,2110,6820,1,0,0,5,7,1530,580,1942,0,98115,47.6882,-122.306,1420,6431,6.5
1,4327600010,2/2/2015,3,3,1790,13350,1,0,0,3,7,1190,600,1988,0,98178,47.4958,-122.262,1740,10624,3.36
1,3797002575,10/10/2014,4,1.5,1880,3500,1,0,0,4,7,1080,800,1926,0,98103,47.6835,-122.347,1690,3500,6.05
1,7525570020,4/21/2015,4,2.5,2590,9341,2,0,0,3,8,2590,0,1985,0,98052,47.6496,-122.114,2280,9510,7.901
1,7937600395,7/8/2014,4,3.5,5270,53428,2,0,0,3,10,3440,1830,2004,0,98058,47.4358,-122.085,2340,30904,7.82
1,9528101214,10/24/2014,3,3.5,1494,1262,3,0,0,3,8,1494,0,2011,0,98115,47.6826,-122.324,1494,1264,6.5
1,2564900020,9/24/2014,4,2.25,2100,7350,2,0,0,3,8,2100,0,1979,0,98033,47.7019,-122.171,1780,7350,4.65
1,798000342,8/15/2014,3,2.5,1830,12750,2,0,0,3,7,1830,0,1991,0,98168,47.5003,-122.328,1610,10000,3.0
1,8925100115,10/15/2014,2,2.25,2320,9300,1.5,0,4,5,9,1920,400,1937,0,98115,47.681,-122.273,2790,9300,11.5
1,8075400530,6/27/2014,4,1,1390,18000,1,0,0,3,7,1390,0,1955,2013,98032,47.3885,-122.284,1390,18000,2.34
1,2488200455,7/3/2014,2,2.75,1350,1252,2,0,0,3,8,1120,230,2006,0,98136,47.522,-122.39,1410,1265,4.055
1,3223039181,6/9/2014,4,1.75,2470,131790,2,0,2,3,8,2470,0,1937,0,98070,47.4421,-122.444,1470,92747,5.85
1,2320069364,10/16/2014,3,2.5,2490,18525,2,0,3,3,8,2490,0,1995,0,98022,47.2119,-122.001,1850,9516,3.7
1,5230000020,6/30/2014,4,3,3720,15048,3,0,0,3,7,3720,0,1979,2014,98059,47.5116,-122.144,2020,15180,5.0
1,9482700475,9/27/2014,4,3.5,2850,4416,1.5,0,0,3,7,2040,810,1926,0,98103,47.6835,-122.342,1860,4416,8.75
1,9477100620,2/19/2015,3,1.5,1330,7125,2,0,0,3,7,1330,0,1968,0,98034,47.7308,-122.194,1570,7350,2.45
1,1972200325,9/19/2014,2,2.25,1260,1312,3,0,0,3,8,1260,0,2007,0,98103,47.6538,-122.356,1300,1312,5.3
1,9201000610,6/3/2014,4,2.25,3720,12384,1,0,2,5,8,1860,1860,1970,0,98075,47.5836,-122.074,3180,15541,8.75
1,2558610070,2/17/2015,4,2.25,1970,8941,2,0,0,3,7,1970,0,1973,0,98034,47.7223,-122.172,1880,7793,4.0
1,7518503200,7/1/2014,2,1,1250,3825,1,0,0,3,7,850,400,1929,0,98117,47.6805,-122.38,1370,4998,4.595
1,8078490330,9/16/2014,3,2.5,1980,9907,2,0,0,3,8,1980,0,1991,0,98022,47.1903,-122.013,2050,9907,3.1995
1,133000127,6/23/2014,3,1,1620,9450,1.5,0,0,3,7,1620,0,1928,0,98168,47.5136,-122.313,2070,11970,2.65
1,751000060,5/6/2014,3,1,1350,7740,1,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,3.53
1,2724049076,8/22/2014,4,1,2590,18224,1.5,0,0,4,7,2000,590,1911,0,98118,47.5318,-122.286,1800,7080,4.7
1,2896610210,9/25/2014,3,1,960,8556,1,0,0,3,7,960,0,1971,0,98034,47.7245,-122.22,1320,7528,3.19
1,1236300268,3/3/2015,3,1,940,10360,1,0,0,4,7,940,0,1964,0,98033,47.688,-122.19,2019,10360,5.0
1,510002995,4/7/2015,4,1,1640,4200,1.5,0,0,3,7,1640,0,1925,0,98103,47.6601,-122.332,1730,3990,8.326
1,2767602720,2/23/2015,3,2,1520,5000,1.5,0,0,3,7,1140,380,1945,0,98107,47.6733,-122.389,1530,4650,5.75
1,4217401180,5/30/2014,3,2.5,2090,6000,1.5,0,0,4,9,2090,0,1928,0,98105,47.6567,-122.281,2730,6000,13.7
1,7974200765,9/2/2014,3,1,1020,6120,1,0,0,3,7,1020,0,1941,0,98115,47.6787,-122.285,2370,6695,4.85
1,2652500155,10/29/2014,4,1.75,1820,4500,1.5,0,0,3,8,1820,0,1921,0,98119,47.6429,-122.36,1870,3600,8.15
1,3876800580,9/2/2014,4,1,1430,8400,1,0,0,3,6,730,700,1969,0,98072,47.7417,-122.172,1310,8240,3.51
1,3300701170,6/20/2014,3,1,1500,4000,1,0,0,3,6,900,600,1925,0,98117,47.6921,-122.38,950,4000,3.95
1,2781270550,9/16/2014,2,2,1310,2550,2,0,0,3,6,1310,0,2004,0,98038,47.3496,-122.022,1310,2550,2.19
1,7575700015,7/10/2014,3,2.75,2220,4000,2,0,0,3,8,1700,520,1914,2000,98122,47.617,-122.291,1800,4000,8.0
1,809002390,1/15/2015,3,1.5,1660,3190,1.5,0,0,3,7,1660,0,1919,0,98109,47.6368,-122.351,2200,3240,6.58
1,7853220670,9/18/2014,3,2.5,2860,8935,2,0,0,3,8,2860,0,2004,0,98065,47.5336,-121.855,2650,6167,5.4
1,7740500070,7/10/2014,3,2,1880,9659,1,0,0,3,8,1180,700,1951,0,98155,47.7497,-122.284,1780,9659,4.75
1,1049010620,5/13/2014,2,1,790,2640,1,0,0,3,7,790,0,1973,0,98034,47.7351,-122.178,1310,2064,0.9
1,2968800660,5/13/2014,3,1,1090,8640,1,0,0,4,6,1090,0,1973,0,98166,47.459,-122.355,1260,8400,2.85
1,1138010510,12/12/2014,3,1.5,1490,7275,1,0,0,3,7,1090,400,1974,0,98034,47.7148,-122.213,1420,7330,4.15
1,809003160,12/18/2014,2,1,1100,4000,1,0,0,3,7,1100,0,1906,0,98109,47.6388,-122.35,1590,4000,5.7
1,5547500070,7/24/2014,3,1.75,1580,9705,1,0,0,4,7,1580,0,1977,0,98042,47.3819,-122.09,1580,9942,2.16
1,2771104830,6/11/2014,4,3.75,2690,4000,2,0,3,4,9,2120,570,1909,1989,98119,47.6418,-122.372,2830,4000,8.0
1,6870300090,6/4/2014,3,2.5,1710,2300,2,0,0,3,8,1570,140,2005,0,98052,47.6743,-122.142,2120,2856,5.39
1,1421069123,9/9/2014,3,1,1020,9147,1,0,0,4,6,1020,0,1900,1965,98010,47.3127,-122.002,1600,9700,2.14
1,7237500110,4/4/2015,4,2.75,4250,10925,2,0,0,3,10,4250,0,2003,0,98059,47.5297,-122.14,4650,11544,12.1
1,9274200365,6/6/2014,4,2.75,2880,5750,1.5,0,0,5,9,1710,1170,1928,0,98116,47.5874,-122.387,1640,5750,9.2
1,3904100035,5/8/2014,2,1,1270,3008,1,0,0,4,6,650,620,1923,0,98118,47.5351,-122.279,1270,1514,2.35
1,411100020,11/17/2014,3,1.75,1140,8263,1,0,0,5,7,1140,0,1950,0,98155,47.7407,-122.327,1140,6770,3.1
1,3065600270,4/22/2015,3,1.75,1070,6315,1,0,0,3,7,1070,0,1992,0,98023,47.2803,-122.356,1520,5707,2.2675
1,9268200380,11/18/2014,2,1,1250,5040,1,0,0,3,7,950,300,1920,0,98117,47.6959,-122.365,1290,5040,5.05
1,7203120050,10/8/2014,4,3.25,3240,4852,2,0,0,3,9,3240,0,2010,0,98053,47.695,-122.022,3320,5318,7.895
1,8901000143,11/25/2014,4,4.5,2690,7350,1.5,0,0,5,7,2690,0,1949,0,98125,47.7062,-122.311,1660,9000,5.0
1,844000965,6/26/2014,3,1.75,1500,11968,1,0,0,3,6,1500,0,2014,0,98010,47.3095,-122.002,1320,11303,2.24
1,3123039042,12/23/2014,3,1.5,1400,14850,1.5,0,0,4,7,1400,0,1910,0,98070,47.4471,-122.464,1350,14850,3.83
1,4389201095,5/11/2015,5,3.75,5020,8694,2,0,1,3,12,3970,1050,2007,0,98004,47.6146,-122.213,4190,11275,36.5
1,7663700783,6/13/2014,3,1.5,1650,9957,1,0,0,4,7,1100,550,1961,0,98125,47.7303,-122.298,1650,7957,3.695
1,1139000685,7/29/2014,4,2.75,2330,6703,1.5,0,0,3,7,1710,620,1983,0,98177,47.7066,-122.359,2060,7500,5.8
1,1922059445,6/23/2014,3,2.5,2430,15264,2,0,0,3,8,2430,0,1997,0,98030,47.3805,-122.208,2260,10416,3.623
1,7504101280,1/26/2015,3,3.25,4330,14600,2,0,0,3,10,3630,700,1985,0,98074,47.6341,-122.044,3220,12672,7.228
1,9310300160,8/28/2014,5,2.5,2990,9240,2,0,0,3,8,2990,0,2015,0,98133,47.7384,-122.348,1970,18110,3.57
1,5126400230,5/24/2014,2,1,720,7200,1,0,0,5,6,720,0,1943,0,98058,47.4763,-122.177,970,8027,1.99
1,42000245,6/13/2014,4,2,1520,19672,1,0,0,3,6,1020,500,1920,0,98188,47.4683,-122.281,1810,7840,1.71
1,7586200061,3/12/2015,3,3.25,1280,1730,2,0,0,3,8,1090,190,2005,0,98177,47.7032,-122.36,1280,2121,3.75
1,8648700450,12/16/2014,3,2,2290,9450,1,0,0,3,9,1670,620,1979,0,98008,47.5692,-122.1,2750,11700,5.65
1,7135300046,7/16/2014,2,1,1450,4750,1,0,0,3,7,850,600,1950,0,98118,47.5293,-122.272,1190,5000,2.1
1,9542830050,4/22/2015,4,2.5,2150,3600,2,0,0,3,7,2150,0,2010,0,98038,47.3658,-122.019,2220,3915,3.55
1,3031200120,11/18/2014,4,1.75,960,8863,1,0,0,5,6,580,380,1949,0,98118,47.5372,-122.289,1720,8249,2.55
1,3052700213,8/29/2014,2,2.25,1210,1267,2,0,0,3,8,1120,90,2010,0,98117,47.6783,-122.376,1360,1349,4.611
1,4310702759,3/12/2015,2,1.5,1030,798,3,0,0,3,8,1030,0,2008,0,98103,47.6975,-122.34,1020,1026,3.26
1,1926049210,4/22/2015,2,1,880,10950,1,0,0,4,7,880,0,1944,0,98133,47.7332,-122.352,1450,7560,3.725
1,2125049133,11/4/2014,5,1.75,1920,6500,1,0,0,3,7,1260,660,1951,0,98112,47.6394,-122.308,1970,5500,7.15
1,1115400090,8/21/2014,3,2.5,2060,8893,2,0,0,3,8,2060,0,1987,0,98006,47.5615,-122.165,2650,8500,6.1
1,4030500130,9/23/2014,4,2.5,2300,15188,2,0,0,4,7,2300,0,1966,0,98042,47.3683,-122.164,1820,10125,2.435
1,3276930050,7/28/2014,3,2.5,3370,36218,2,0,0,4,9,3370,0,1988,0,98075,47.5855,-121.987,2980,31793,6.9995
1,2787250190,7/17/2014,4,2.5,2860,14000,2,0,0,3,8,2860,0,1995,0,98019,47.7306,-121.973,2650,14564,6.45
1,5515600163,9/16/2014,5,2.25,3070,64033,1,0,0,3,9,2730,340,1983,0,98001,47.3238,-122.292,1560,28260,4.2
1,7201600190,2/20/2015,4,1.75,1570,7650,1,0,0,3,7,1100,470,1975,0,98052,47.6801,-122.106,1580,7650,4.3
1,7856560480,8/8/2014,3,2.5,1780,11000,1,0,0,4,8,1210,570,1980,0,98006,47.5574,-122.149,2310,9700,6.35
1,9476200350,10/13/2014,5,3.5,3790,8200,1,0,1,3,8,2120,1670,2001,0,98056,47.4891,-122.19,1740,8676,4.7175
1,984210850,2/17/2015,3,1.75,1660,8303,1,0,0,3,7,1380,280,1974,0,98058,47.4366,-122.171,1740,8320,2.7995
1,6843000080,7/9/2014,5,1.5,1730,9230,1,0,0,3,7,1010,720,1962,0,98058,47.4646,-122.184,1730,9230,2.87
1,4058802255,7/24/2014,2,1,990,6448,1,0,0,3,7,990,0,1948,0,98178,47.5031,-122.245,1130,7200,2.1995
1,4024101451,4/30/2015,4,1,1510,7200,1.5,0,0,4,7,1510,0,1955,0,98155,47.761,-122.307,1950,10656,3.5
1,7237501040,6/17/2014,4,3.5,4170,9748,2,0,0,3,11,4170,0,2004,0,98059,47.528,-122.132,4560,10589,12.0
1,3818700016,10/7/2014,3,1.75,1660,8301,1,0,0,5,7,1660,0,1955,0,98028,47.7647,-122.263,1660,9489,4.34
1,9353301070,5/8/2015,5,2.25,2100,10726,1,0,0,4,7,1050,1050,1963,0,98059,47.4922,-122.134,2100,10726,3.425
1,3582750170,4/29/2015,2,2.25,1660,2128,2,0,0,4,8,1660,0,1974,0,98028,47.7528,-122.252,1640,2128,4.1
1,3210600010,10/31/2014,3,2.25,1940,7482,1,0,0,4,7,1240,700,1964,0,98004,47.6004,-122.195,2340,9310,6.35
1,4055700955,6/22/2014,4,3.5,3530,14406,2,0,1,3,10,2570,960,1987,0,98034,47.7073,-122.244,3170,15181,8.7415
1,13002495,7/7/2014,3,1.5,1640,7222,2,0,0,4,7,1640,0,1908,0,98108,47.5215,-122.33,1240,5100,2.95
1,3904930240,9/22/2014,3,2.5,1880,5502,2,0,0,3,8,1880,0,1988,0,98029,47.5737,-122.018,2040,5411,4.85
1,1682000350,7/8/2014,3,1,1400,7360,1,0,0,4,7,1400,0,1968,0,98092,47.3123,-122.186,1600,8030,1.48226
1,1796350080,6/23/2014,3,1.75,1230,9600,1,0,0,4,7,1230,0,1984,0,98042,47.3675,-122.095,1330,8250,2.3995
1,9545250010,11/7/2014,4,2.5,3270,9578,2,0,0,3,9,3270,0,1993,0,98027,47.5373,-122.051,3120,8784,7.85
1,5006000170,2/11/2015,4,1,1130,8308,1.5,0,0,4,6,1130,0,1944,0,98166,47.4669,-122.355,1130,8652,2.93
1,1824059079,3/11/2015,4,2,2530,10800,1,0,0,5,8,1350,1180,1954,0,98040,47.5705,-122.225,2960,12150,8.8
1,5418500800,4/29/2015,3,2.25,2510,10418,1,0,0,3,8,1810,700,1968,0,98115,47.7003,-122.285,2510,9435,8.25
1,8732190170,12/10/2014,4,2.25,1860,12693,1,0,0,3,8,1140,720,1978,0,98023,47.3114,-122.395,1950,8740,2.66
1,1839910470,4/8/2015,3,1.75,1540,7490,1,0,0,5,7,1540,0,1971,0,98034,47.7222,-122.177,1270,7350,4.5
1,9485951030,9/24/2014,5,3,3800,42316,1.5,0,0,4,9,3800,0,1984,0,98042,47.3488,-122.095,2580,35775,5.499
1,2697400020,10/31/2014,3,2,1350,7216,1,0,0,3,7,1350,0,1964,0,98177,47.7616,-122.365,1920,7600,4.0
